Expediente,Fecha resolucion,Sala,PDF link
CFP 3732/2016,13/07/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5534500&tipo=corrupcion-administrativa
CFP 3732/2016,11/04/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5140073&tipo=corrupcion-administrativa
CFP 3732/2016,30/03/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5097605&tipo=corrupcion-administrativa
CFP 3732/2016,30/03/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5097583&tipo=corrupcion-administrativa
CFP 3732/2016,07/03/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5024462&tipo=corrupcion-administrativa
CFP 3732/2016,16/02/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4965087&tipo=corrupcion-administrativa
CFP 3732/2016,29/12/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4901900&tipo=corrupcion-administrativa
CFP 3732/2016,15/09/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4592309&tipo=corrupcion-administrativa
CFP 3732/2016,24/06/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4357646&tipo=corrupcion-administrativa
CFP 11060/2013,04/05/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5230251&tipo=corrupcion-administrativa
CFP 11060/2013,04/05/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5230239&tipo=corrupcion-administrativa
CFP 11060/2013,04/05/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5230416&tipo=corrupcion-administrativa
CFP 11060/2013,12/04/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5143950&tipo=corrupcion-administrativa
CFP 11060/2013,29/12/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4901792&tipo=corrupcion-administrativa
CFP 11060/2013,15/09/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4586692&tipo=corrupcion-administrativa
CFP 11060/2013,12/07/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4413466&tipo=corrupcion-administrativa
CFP 11060/2013,31/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4286011&tipo=corrupcion-administrativa
CFP 3544/2013,21/09/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4608559&tipo=corrupcion-administrativa
CFP 3544/2013,31/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4286186&tipo=corrupcion-administrativa
CFP 3544/2013,02/09/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1560033&tipo=corrupcion-administrativa
CFP 3544/2013,17/07/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1002210&tipo=corrupcion-administrativa
CFP 3544/2013,11/03/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=477773&tipo=corrupcion-administrativa
CFP 5218/2016,06/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5710050&tipo=corrupcion-administrativa
CFP 5218/2016,06/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5710099&tipo=corrupcion-administrativa
CFP 5218/2016,06/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5710116&tipo=corrupcion-administrativa
CFP 5218/2016,06/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5710153&tipo=corrupcion-administrativa
CFP 5218/2016,06/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5710155&tipo=corrupcion-administrativa
CFP 5218/2016,06/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5710045&tipo=corrupcion-administrativa
CFP 5218/2016,10/08/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5601593&tipo=corrupcion-administrativa
CFP 5218/2016,31/10/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4731745&tipo=corrupcion-administrativa
CFP 5218/2016,31/10/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4731661&tipo=corrupcion-administrativa
CFP 5218/2016,01/09/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4541925&tipo=corrupcion-administrativa
CFP 2752/2015,02/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3998461&tipo=corrupcion-administrativa
CFP 2752/2015,02/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3998342&tipo=corrupcion-administrativa
CFP 2752/2015,02/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3998224&tipo=corrupcion-administrativa
CFP 2752/2015,02/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3998150&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862733&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862748&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862639&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862758&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862864&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862740&tipo=corrupcion-administrativa
CFP 2752/2015,16/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3862844&tipo=corrupcion-administrativa
CFP 2752/2015,03/11/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3745130&tipo=corrupcion-administrativa
CFP 2752/2015,03/11/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3745044&tipo=corrupcion-administrativa
CFP 2752/2015,03/11/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3745046&tipo=corrupcion-administrativa
CFP 2752/2015,08/10/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3676411&tipo=corrupcion-administrativa
CFP 2752/2015,24/09/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3634734&tipo=corrupcion-administrativa
CFP 14216/2003,12/09/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5732429&tipo=corrupcion-administrativa
CFP 14216/2003,17/08/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5634996&tipo=corrupcion-administrativa
CFP 14216/2003,15/08/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5622878&tipo=corrupcion-administrativa
CFP 14216/2003,15/08/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5622602&tipo=corrupcion-administrativa
CFP 14216/2003,03/08/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5574569&tipo=corrupcion-administrativa
CFP 14216/2003,03/08/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5574712&tipo=corrupcion-administrativa
CFP 14216/2003,14/07/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5536429&tipo=corrupcion-administrativa
CFP 14216/2003,14/07/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5536567&tipo=corrupcion-administrativa
CFP 14216/2003,13/07/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5533560&tipo=corrupcion-administrativa
CFP 14216/2003,10/07/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5518107&tipo=corrupcion-administrativa
CFP 14216/2003,04/07/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5500719&tipo=corrupcion-administrativa
CFP 14216/2003,15/06/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5429254&tipo=corrupcion-administrativa
CFP 14216/2003,08/06/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5394284&tipo=corrupcion-administrativa
CFP 14216/2003,23/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5321190&tipo=corrupcion-administrativa
CFP 14216/2003,23/05/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5680690&tipo=corrupcion-administrativa
CFP 14216/2003,17/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5638601&tipo=corrupcion-administrativa
CFP 14216/2003,11/05/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5638372&tipo=corrupcion-administrativa
CFP 14216/2003,11/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5263854&tipo=corrupcion-administrativa
CFP 14216/2003,11/05/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5263788&tipo=corrupcion-administrativa
CFP 14216/2003,08/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5433402&tipo=corrupcion-administrativa
CFP 14216/2003,03/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5239091&tipo=corrupcion-administrativa
CFP 14216/2003,03/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5239015&tipo=corrupcion-administrativa
CFP 14216/2003,02/05/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5238895&tipo=corrupcion-administrativa
CFP 14216/2003,26/04/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5199568&tipo=corrupcion-administrativa
CFP 14216/2003,11/04/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5138800&tipo=corrupcion-administrativa
CFP 14216/2003,06/04/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5221092&tipo=corrupcion-administrativa
CFP 14216/2003,05/04/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5221254&tipo=corrupcion-administrativa
CFP 14216/2003,03/04/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5221083&tipo=corrupcion-administrativa
CFP 14216/2003,07/03/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5015078&tipo=corrupcion-administrativa
CFP 14216/2003,07/03/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5015206&tipo=corrupcion-administrativa
CFP 14216/2003,07/03/2017, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=5015081&tipo=corrupcion-administrativa
CFP 14216/2003,20/02/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4994408&tipo=corrupcion-administrativa
CFP 14216/2003,16/02/2017, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4966682&tipo=corrupcion-administrativa
CFP 14216/2003,30/12/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4962693&tipo=corrupcion-administrativa
CFP 14216/2003,30/12/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4962726&tipo=corrupcion-administrativa
CFP 14216/2003,29/12/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4901781&tipo=corrupcion-administrativa
CFP 14216/2003,19/12/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4879381&tipo=corrupcion-administrativa
CFP 14216/2003,13/12/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4857887&tipo=corrupcion-administrativa
CFP 14216/2003,23/11/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4824802&tipo=corrupcion-administrativa
CFP 14216/2003,11/11/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4824664&tipo=corrupcion-administrativa
CFP 14216/2003,08/11/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4824512&tipo=corrupcion-administrativa
CFP 14216/2003,08/11/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4824384&tipo=corrupcion-administrativa
CFP 14216/2003,26/10/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4743275&tipo=corrupcion-administrativa
CFP 14216/2003,21/10/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4705008&tipo=corrupcion-administrativa
CFP 14216/2003,20/10/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4742952&tipo=corrupcion-administrativa
CFP 14216/2003,18/10/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4693459&tipo=corrupcion-administrativa
CFP 14216/2003,17/10/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4742744&tipo=corrupcion-administrativa
CFP 14216/2003,29/09/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4688246&tipo=corrupcion-administrativa
CFP 14216/2003,29/09/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4688189&tipo=corrupcion-administrativa
CFP 14216/2003,29/09/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4688187&tipo=corrupcion-administrativa
CFP 14216/2003,28/09/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4688047&tipo=corrupcion-administrativa
CFP 14216/2003,21/09/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4605020&tipo=corrupcion-administrativa
CFP 14216/2003,13/09/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4583399&tipo=corrupcion-administrativa
CFP 14216/2003,13/09/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4581774&tipo=corrupcion-administrativa
CFP 14216/2003,12/09/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4574671&tipo=corrupcion-administrativa
CFP 14216/2003,24/08/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4519045&tipo=corrupcion-administrativa
CFP 14216/2003,17/08/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4547569&tipo=corrupcion-administrativa
CFP 14216/2003,09/08/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4464303&tipo=corrupcion-administrativa
CFP 14216/2003,09/08/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4464288&tipo=corrupcion-administrativa
CFP 14216/2003,02/08/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4442176&tipo=corrupcion-administrativa
CFP 14216/2003,14/07/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4420297&tipo=corrupcion-administrativa
CFP 14216/2003,07/07/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4404785&tipo=corrupcion-administrativa
CFP 14216/2003,07/07/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4404585&tipo=corrupcion-administrativa
CFP 14216/2003,06/07/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4546893&tipo=corrupcion-administrativa
CFP 14216/2003,14/06/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4333703&tipo=corrupcion-administrativa
CFP 14216/2003,13/06/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 5,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4326014&tipo=corrupcion-administrativa
CFP 14216/2003,09/06/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4538909&tipo=corrupcion-administrativa
CFP 14216/2003,31/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4285894&tipo=corrupcion-administrativa
CFP 14216/2003,19/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4255241&tipo=corrupcion-administrativa
CFP 14216/2003,19/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4255200&tipo=corrupcion-administrativa
CFP 14216/2003,19/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4255115&tipo=corrupcion-administrativa
CFP 14216/2003,13/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4236880&tipo=corrupcion-administrativa
CFP 14216/2003,13/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4236871&tipo=corrupcion-administrativa
CFP 14216/2003,13/05/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4235347&tipo=corrupcion-administrativa
CFP 14216/2003,26/04/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4180618&tipo=corrupcion-administrativa
CFP 14216/2003,26/04/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4180619&tipo=corrupcion-administrativa
CFP 14216/2003,26/04/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4178029&tipo=corrupcion-administrativa
CFP 14216/2003,19/04/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4171662&tipo=corrupcion-administrativa
CFP 14216/2003,19/04/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4153130&tipo=corrupcion-administrativa
CFP 14216/2003,30/03/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4510194&tipo=corrupcion-administrativa
CFP 14216/2003,23/03/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4510176&tipo=corrupcion-administrativa
CFP 14216/2003,23/03/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4505551&tipo=corrupcion-administrativa
CFP 14216/2003,21/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4064337&tipo=corrupcion-administrativa
CFP 14216/2003,21/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4064131&tipo=corrupcion-administrativa
CFP 14216/2003,21/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4064423&tipo=corrupcion-administrativa
