Expediente,Fecha resolucion,Sala,PDF link
CFP 14216/2003,08/03/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4505201&tipo=corrupcion-administrativa
CFP 14216/2003,02/03/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3998453&tipo=corrupcion-administrativa
CFP 14216/2003,01/03/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4500269&tipo=corrupcion-administrativa
CFP 14216/2003,23/02/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3968474&tipo=corrupcion-administrativa
CFP 14216/2003,17/02/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3949876&tipo=corrupcion-administrativa
CFP 14216/2003,16/02/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4556173&tipo=corrupcion-administrativa
CFP 14216/2003,11/02/2016, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4556055&tipo=corrupcion-administrativa
CFP 14216/2003,04/02/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3920034&tipo=corrupcion-administrativa
CFP 14216/2003,20/01/2016, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3904702&tipo=corrupcion-administrativa
CFP 14216/2003,28/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3889430&tipo=corrupcion-administrativa
CFP 14216/2003,23/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3885512&tipo=corrupcion-administrativa
CFP 14216/2003,22/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3883722&tipo=corrupcion-administrativa
CFP 14216/2003,03/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3832858&tipo=corrupcion-administrativa
CFP 14216/2003,01/12/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3824556&tipo=corrupcion-administrativa
CFP 14216/2003,26/11/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3817955&tipo=corrupcion-administrativa
CFP 14216/2003,18/11/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4552537&tipo=corrupcion-administrativa
CFP 14216/2003,08/10/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3673242&tipo=corrupcion-administrativa
CFP 14216/2003,06/10/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3666372&tipo=corrupcion-administrativa
CFP 14216/2003,01/10/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=4551587&tipo=corrupcion-administrativa
CFP 14216/2003,03/09/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3565921&tipo=corrupcion-administrativa
CFP 14216/2003,11/08/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3496665&tipo=corrupcion-administrativa
CFP 14216/2003,04/08/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3478654&tipo=corrupcion-administrativa
CFP 14216/2003,15/07/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3465018&tipo=corrupcion-administrativa
CFP 14216/2003,15/07/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3465010&tipo=corrupcion-administrativa
CFP 14216/2003,15/07/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3465009&tipo=corrupcion-administrativa
CFP 14216/2003,15/07/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3465015&tipo=corrupcion-administrativa
CFP 14216/2003,02/07/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3417767&tipo=corrupcion-administrativa
CFP 14216/2003,30/06/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3409255&tipo=corrupcion-administrativa
CFP 14216/2003,25/06/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3464983&tipo=corrupcion-administrativa
CFP 14216/2003,25/06/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3464887&tipo=corrupcion-administrativa
CFP 14216/2003,24/06/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3464939&tipo=corrupcion-administrativa
CFP 14216/2003,23/06/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3464885&tipo=corrupcion-administrativa
CFP 14216/2003,27/05/2015, TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3378103&tipo=corrupcion-administrativa
CFP 14216/2003,07/05/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3258715&tipo=corrupcion-administrativa
CFP 14216/2003,05/05/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=3250897&tipo=corrupcion-administrativa
CFP 14216/2003,05/02/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1897914&tipo=corrupcion-administrativa
CFP 14216/2003,05/02/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1897902&tipo=corrupcion-administrativa
CFP 14216/2003,05/02/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1897893&tipo=corrupcion-administrativa
CFP 14216/2003,05/02/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1897875&tipo=corrupcion-administrativa
CFP 14216/2003,14/01/2015, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1876335&tipo=corrupcion-administrativa
CFP 14216/2003,23/12/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1866081&tipo=corrupcion-administrativa
CFP 14216/2003,16/12/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1849730&tipo=corrupcion-administrativa
CFP 14216/2003,02/12/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1822743&tipo=corrupcion-administrativa
CFP 14216/2003,02/12/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1822742&tipo=corrupcion-administrativa
CFP 14216/2003,18/11/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1791650&tipo=corrupcion-administrativa
CFP 14216/2003,09/10/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1705655&tipo=corrupcion-administrativa
CFP 14216/2003,30/09/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1683942&tipo=corrupcion-administrativa
CFP 14216/2003,24/09/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1669781&tipo=corrupcion-administrativa
CFP 14216/2003,09/09/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1637013&tipo=corrupcion-administrativa
CFP 14216/2003,26/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1285067&tipo=corrupcion-administrativa
CFP 14216/2003,26/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1285074&tipo=corrupcion-administrativa
CFP 14216/2003,26/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1285072&tipo=corrupcion-administrativa
CFP 14216/2003,14/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1041730&tipo=corrupcion-administrativa
CFP 14216/2003,12/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1036264&tipo=corrupcion-administrativa
CFP 14216/2003,05/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1022415&tipo=corrupcion-administrativa
CFP 14216/2003,05/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1022357&tipo=corrupcion-administrativa
CFP 14216/2003,05/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1022377&tipo=corrupcion-administrativa
CFP 14216/2003,05/08/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=1022414&tipo=corrupcion-administrativa
CFP 14216/2003,16/07/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=999949&tipo=corrupcion-administrativa
CFP 14216/2003,15/07/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=998675&tipo=corrupcion-administrativa
CFP 14216/2003,24/06/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=816593&tipo=corrupcion-administrativa
CFP 14216/2003,24/06/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=816589&tipo=corrupcion-administrativa
CFP 14216/2003,05/06/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=563300&tipo=corrupcion-administrativa
CFP 14216/2003,05/06/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=563321&tipo=corrupcion-administrativa
CFP 14216/2003,05/06/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=563319&tipo=corrupcion-administrativa
CFP 14216/2003,27/05/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=543736&tipo=corrupcion-administrativa
CFP 14216/2003,27/05/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=543759&tipo=corrupcion-administrativa
CFP 14216/2003,27/05/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=543775&tipo=corrupcion-administrativa
CFP 14216/2003,27/05/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=543760&tipo=corrupcion-administrativa
CFP 14216/2003,22/05/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=536849&tipo=corrupcion-administrativa
CFP 14216/2003,16/05/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=528125&tipo=corrupcion-administrativa
CFP 14216/2003,29/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=500234&tipo=corrupcion-administrativa
CFP 14216/2003,29/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=500235&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=489769&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=512953&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=512905&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=489680&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=512874&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=489940&tipo=corrupcion-administrativa
CFP 14216/2003,15/04/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=512877&tipo=corrupcion-administrativa
CFP 14216/2003,18/02/2014, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=476760&tipo=corrupcion-administrativa
CFP 14216/2003,19/12/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=463023&tipo=corrupcion-administrativa
CFP 14216/2003,19/12/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=463069&tipo=corrupcion-administrativa
CFP 14216/2003,11/12/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=460013&tipo=corrupcion-administrativa
CFP 14216/2003,09/12/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=458779&tipo=corrupcion-administrativa
CFP 14216/2003,09/12/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=458744&tipo=corrupcion-administrativa
CFP 14216/2003,05/12/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=457756&tipo=corrupcion-administrativa
CFP 14216/2003,26/11/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=454490&tipo=corrupcion-administrativa
CFP 14216/2003,19/11/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=452261&tipo=corrupcion-administrativa
CFP 14216/2003,31/10/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=387850&tipo=corrupcion-administrativa
CFP 14216/2003,15/10/2013, CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,http://www.cij.gov.ar/scp/include/showFile.php?acc=showFAR&id=382968&tipo=corrupcion-administrativa
